y1,y2
XM_004488424.2,
CP025660.1,
XM_019310489.1,
XM_019310489.1,
XM_019310489.1,
XM_002499128.1,
XR_003183215.1,
XR_003183215.1,
XM_010448763.2,
XR_003183215.1,
XR_003183215.1,
U85760.1,
AF222718.1,
AF222718.1,
AF222718.1,
KP165389.1,
CP023254.1,
CP023254.1,
CP023254.1,
AF222718.1,
NC_037946.1,
XM_011032824.1,
XM_002283668.3,
XM_002283668.3,
XM_002283668.3,
XM_002283668.3,
XM_002283668.3,
CP007053.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
LS483370.1,
LS483370.1,
LS483370.1,
LS483370.1,
LS483370.1,
LS483370.1,
LN847264.1,
LN847264.1,
LN847264.1,
LN847264.1,
LN847264.1,
LN847264.1,
LN847264.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
CP023269.1,
NR_076409.1,
GU926830.1,
AM905426.1,
AM905426.1,
AM905426.1,
AP014838.1,
AP014838.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
CP033019.1,
XM_009527256.1,
XM_023438747.1,
XM_023438747.1,
XM_025797465.1,
XM_021993226.1,
XM_010686230.2,
XM_017329387.1,
XM_006400459.1,
XM_018645706.1,
XM_007024003.2,
XM_022047483.1,
XM_025797465.1,
XM_025797465.1,
XM_020398166.1,
XM_014309525.1,
XM_020650272.1,
XM_020650272.1,
XM_020713472.2,
EU250380.1,
XM_020844539.1,
XM_020414471.1,
XM_012717867.1,
XM_020414471.1,
XM_021909841.1,
XM_023799132.1,
XM_023799132.1,
XM_023799132.1,
XM_021429251.1,
XM_021429251.1,
XM_021429251.1,
XM_021429251.1,
XM_021429251.1,
XM_011094654.2,
XM_002953423.1,
XM_002953423.1,
XM_004988496.1,
XM_011674275.1,
XM_003624210.3,
XM_023014215.1,
NM_001200997.1,
NM_001200997.1,
XM_012344075.1,
XM_025979049.1,
XM_019569196.1,
XM_005846364.1,
XM_016649720.1,
XM_016649720.1,
XM_023019640.1,
XM_023019640.1,
XM_012987709.1,
XM_012987709.1,
XM_016649720.1,
XM_016649720.1,
XM_016649720.1,
XM_016649720.1,
XM_023019640.1,
XM_006399639.2,
XM_010454940.1,
XM_010454940.1,
XM_010454940.1,
XM_010454940.1,
XM_010454940.1,
XM_021967808.1,
XM_018417518.1,
XM_017235170.1,
XM_017235170.1,
XM_017235170.1,
CP000555.1,
CP002364.1,
CP002364.1,
XM_006492934.3,
XM_006492934.3,
XM_006492934.3,
AC162439.20,
CP019948.1,
XM_026051063.1,
CT836991.1,
CT836991.1,
CP000531.1,
XM_001245554.2,
XM_012987478.1,
FQ388906.1,
CP013729.1,
CP013729.1,
XM_020219482.1,
AB757707.1,
XM_001525188.1,
XM_010692037.2,
XM_010692037.2,
XM_024038578.1,
XM_018175081.1,
XM_013498746.1,
XM_016456356.1,
XM_005835066.1,
XM_017233668.1,
XM_012522774.2,
AY582822.1,
AY582822.1,
AY582822.1,
XM_023605280.1,
XM_019003412.1,
XR_002284073.1,
XM_019003412.1,
XM_016020800.2,
XM_016020800.2,
XM_016020800.2,
XM_016020800.2,
XM_016020800.2,
XM_010660200.2,
XM_010660200.2,
NG_008163.1,
LN879502.1,
LN879502.1,
LN879502.1,
LN879502.1,
CP028773.1,
CP022685.1,
XM_009535860.1,
XM_009535860.1,
XM_009535860.1,
XR_003056475.1,
XR_003056475.1,
XM_016028738.2,
XM_016028738.2,
XM_016028738.2,
XM_016028738.2,
XM_016028738.2,
XM_016028738.2,
XM_023078186.1,
XM_023078186.1,
XM_023078186.1,
XM_023078186.1,
XM_023078186.1,
XM_023078186.1,
XM_023078186.1,
XM_006598988.3,
XM_006598988.3,
XM_006598988.3,
XM_021848692.1,
XM_021848692.1,
XM_021848692.1,
XM_006343325.2,
XM_006343325.2,
XM_012988153.1,
XM_012988153.1,
XM_012988153.1,
XM_015793453.2,
XM_024319867.1,
XM_024319867.1,
XM_021964822.1,
XM_019409446.1,
XM_019409446.1,
XM_019409446.1,
XM_019409446.1,
XM_022918299.1,
XM_007011765.2,
XM_024018320.1,
XM_007011765.2,
XM_007011765.2,
XM_006287514.2,
XM_022623114.1,
XR_001866501.1,
XM_018993145.1,
XM_018993145.1,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AM432372.2,
AK109025.1,
XM_022320758.1,
XM_012009717.1,
XM_022918276.1,
XM_024168196.1,
AP015034.1,
XM_024339378.1,
XM_024339378.1,
CP025657.1,
AP015034.1,
CP025657.1,
XM_018872245.1,
XM_018872245.1,
XM_013392911.1,
XM_010092887.2,
XM_010092887.2,
XM_010092887.2,
XM_010092887.2,
XM_010092887.2,
XM_010092887.2,
XM_018848929.1,
XM_018848929.1,
JF411059.1,
XM_026561571.1,
XM_026561571.1,
XM_026561571.1,
XM_026561571.1,
XM_009601086.2,
XM_009601086.2,
XM_009601086.2,
XM_009601086.2,
XM_009601086.2,
XM_021436801.1,
XM_021436801.1,
XM_021436801.1,
XM_010507013.1,
XM_010518698.2,
XM_010518698.2,
XM_010518698.2,
XM_010518698.2,
XM_010518698.2,
XM_010507013.1,
XM_010507013.1,
XM_021436801.1,
XM_015722395.2,
XM_024776124.1,
XM_024776124.1,
XM_009763226.1,
XM_009763226.1,
XM_009763226.1,
XM_009763226.1,
AK336714.1,
AK336714.1,
AK336714.1,
XM_021758730.1,
CP019105.1,
CP019105.1,
CP019105.1,
CP000089.1,
CP016450.1,
CP016450.1,
XM_016705476.1,
XM_014513282.1,
FJ347709.1,
XM_012232069.2,
NM_114758.5,
XM_024582897.1,
XM_010104069.2,
XM_010104069.2,
XM_024041259.1,
XM_017770335.1,
XM_021837151.1,
XM_021837153.1,
XM_021837151.1,
XM_016890180.1,
XM_021433074.1,
XM_001983610.1,
EF652909.1,
EF652909.1,
EF652909.1,
EF652909.1,
NG_033013.1,
NG_033013.1,
NG_033013.1,
NG_033013.1,
XM_002583540.1,
CP019038.1,
XM_012214032.2,
XM_012214032.2,
XM_021783460.1,
XM_021783460.1,
XM_021783460.1,
XM_019383716.1,
XM_019383716.1,
XM_001701527.1,
XM_016720520.1,
XM_020358788.1,
XM_023018139.1,
XM_020358788.1,
XM_024169572.1,
XM_024169573.1,
XM_025758827.1,
XM_006446720.2,
XM_002516422.3,
XM_002516422.3,
XM_023901812.1,
XM_023901812.1,
XM_023901812.1,
XM_023901812.1,
XM_018306645.1,
XM_018306645.1,
XM_004300257.2,
XM_004300257.2,
XM_008375406.2,
XM_008375406.2,
XM_004300257.2,
XM_021425053.1,
XM_020679416.1,
XM_020679416.1,
AF265664.1,
DQ381011.1,
XM_012616928.1,
LS470677.1,
XM_008241013.2,
XM_008241013.2,
XM_010097077.2,
XM_009411847.2,
XM_009411847.2,
XM_009411847.2,
XM_009411847.2,
XM_022037860.1,
KY211037.1,
XM_010095510.2,
AC136471.1,
KY211037.1,
XM_019370442.1,
XM_023907423.1,
XM_021957072.1,
FQ389025.1,
KY211037.1,
CP000089.1,
XM_008234615.1,
XM_008234615.1,
XM_008234615.1,
XM_026741485.1,
XM_016705476.1,
CP031842.1,
CP031842.1,
CP031842.1,
CP031842.1,
XM_024256441.1,
LR031818.1,
LR031883.1,
LR031883.1,
LR031883.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
LR031884.1,
XM_025316212.1,
XM_019378651.1,
XM_019378651.1,
XM_022786668.1,
AP015038.1,
XM_019378651.1,
XM_019378651.1,
KY849596.1,
AK108927.1,
FN392410.1,
FN392410.1,
FN392410.1,
AP010463.1,
AP010463.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_021826053.1,
XM_023898492.1,
XM_023898492.1,
XM_023898492.1,
XM_023898492.1,
XM_022688933.1,
XM_010444210.2,
XM_010444210.2,
XM_016099015.2,
XM_016099015.2,
XM_020564605.1,
XM_020564605.1,
XM_020564605.1,
XM_016099015.2,
XM_020397773.1,
XM_025785757.1,
XM_008241186.2,
XM_008241186.2,
XM_016099015.2,
XM_016099015.2,
XM_010444210.2,
NM_124410.4,
NM_124410.4,
XM_010557229.2,
XM_010557229.2,
XM_021015470.1,
XM_021015470.1,
XR_002656904.1,
XM_010444210.2,
XM_010444210.2,
XM_024055394.1,
XM_024171211.1,
XM_012593749.1,
XR_530285.2,
XM_012593749.1,
XM_014774576.2,
XM_016876044.1,
XM_012593749.1,
XM_024171211.1,
XM_016876044.1,
XM_012593749.1,
XM_016034391.2,
XM_018959771.1,
XM_018959771.1,
XM_018984776.1,
XM_016036911.2,
XM_018959771.1,
XM_018959771.1,
XM_024059717.1,
XM_024059717.1,
XM_019003743.1,
LT795062.1,
XM_020364489.1,
XM_013907594.1,
XM_013907594.1,
XM_014047980.1,
LT669788.1,
LT669788.1,
CP015529.1,
XM_016586744.1,
XM_013602819.2,
XM_024067040.1,
XM_024067040.1,
XM_015776102.2,
XM_015776102.2,
XM_015776102.2,
XR_540114.2,
XR_540114.2,
XM_001452106.1,
XM_009340585.2,
XM_009340585.2,
XM_016027966.2,
XM_016027966.2,
XM_016027966.2,
XM_016027966.2,
BX051422.1,
BX051422.1,
CP027081.1,
XM_004510055.2,
XM_004510055.2,
XM_004510055.2,
XM_004510055.2,
AC182815.52,
XM_004510055.2,
AC182815.52,
XM_023022875.1,
XM_013873777.2,
AK367013.1,
CP000089.1,
LK023386.1,
LK023386.1,
LK023386.1,
XM_645917.2,
XM_023073163.1,
CP023117.1,
XM_022859094.1,
XM_014660942.2,
XM_014660942.2,
XM_014660942.2,
CP023117.1,
XM_021425055.1,
XM_007150684.1,
XM_016014976.2,
CP016450.1,
XM_002501459.1,
XM_016888433.1,
XM_018806557.1,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_016036148.2,
XM_011035344.1,
XM_016036148.2,
XM_016036148.2,
XM_011035344.1,
XM_011035344.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
CP024944.1,
KP327629.1,
KP327629.1,
XM_021803808.1,
XM_021803808.1,
XM_010649672.2,
XM_010649672.2,
XM_017756308.1,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_010649672.2,
XM_021803808.1,
XM_021803808.1,
AK109162.1,
MF989954.1,
MF989954.1,
MF989954.1,
MF989954.1,
MF989954.1,
NC_039596.1,
NC_039596.1,
NC_039596.1,
NC_039596.1,
MF034194.1,
MF034194.1,
MF034194.1,
MF034194.1,
MF034194.1,
MF034194.1,
MF989954.1,
MF989954.1,
KC821969.1,
KC821969.1,
HE575322.1,
XM_018413614.1,
XM_008253199.2,
DQ864704.1,
DQ864704.1,
XM_013393521.1,
XM_025118831.1,
AC149131.3,
XM_025118831.1,
JF219247.1,
NG_008832.1,
CP031842.1,
BC000097.2,
XM_019383056.1,
XM_019383056.1,
XM_023998075.1,
XM_024034418.1,
XM_009593115.2,
KU202394.1,
KU202394.1,
XM_024037713.1,
XM_009620855.2,
XM_009620855.2,
XM_024037713.1,
XM_015724396.2,
XM_002527502.3,
XM_002527502.3,
XM_010090807.2,
KF652104.1,
KF652104.1,
KF652104.1,
KF652104.1,
KF652104.1,
XM_006475265.3,
LT972194.1,
LT972194.1,
LT972194.1,
AY117690.2,
AB325967.1,
XM_002516421.3,
XM_009363331.2,
XM_009363331.2,
XM_025141310.1,
XM_022173056.1,
XM_022173056.1,
XM_022173056.1,
XM_022173056.1,
XM_025141310.1,
XM_025141310.1,
XM_025141310.1,
XM_002516421.3,
XM_002516421.3,
XM_022991305.1,
XM_022991305.1,
XM_022991305.1,
XM_010262542.1,
XM_004432882.2,
XM_004432882.2,
CP023128.1,
CP023128.1,
XM_006407485.2,
XM_006407485.2,
XM_006407485.2,
XM_006407485.2,
XM_006407485.2,
XM_006407485.2,
XM_006407485.2,
CP016201.1,
CP010916.1,
XM_008912549.1,
XM_021854613.1,
XM_018987722.1,
XM_018987722.1,
XM_010543037.2,
XM_010543037.2,
XM_014771953.2,
XM_018424820.1,
XM_018424820.1,
XM_003547009.4,
XM_022913933.1,
XM_021781791.1,
XM_014848822.1,
XM_021877232.1,
XM_021259914.1,
XM_021259914.1,
XM_021259914.1,
LR031874.1,
KF184945.1,
XM_023672255.1,
XM_023672255.1,
XM_023672255.1,
XM_023672255.1,
XM_025104135.1,
XM_013526276.1,
XM_022009820.1,
XM_022009820.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
XM_021791022.1,
KR825386.1,
CP019371.1,
CP019371.1,
GU554347.1,
GQ144691.1,
XM_024072623.1,
XM_024072623.1,
XM_024072623.1,
XM_023771434.1,
CP021239.1,
CP021239.1,
XM_020817849.1,
XM_020817849.1,
XM_003546543.4,
XM_003546543.4,
XM_003546543.4,
XM_006374150.2,
XM_006374150.2,
XM_006374150.2,
XM_017779912.1,
XM_017779912.1,
XM_017779912.1,
XM_008627601.1,
KJ210088.1,
XM_003283704.1,
XM_003283704.1,
XM_003283704.1,
XM_003283704.1,
XM_026433639.1,
XM_026433639.1,
XM_012716431.1,
KY535639.1,
KY535639.1,
KY535639.1,
KY535639.1,
KY535639.1,
GU305895.1,
XM_018973765.1,
XM_018973765.1,
XM_018973765.1,
XM_018973765.1,
XM_018973765.1,
FJ973380.1,
FJ973380.1,
AL593848.15,
XM_021421185.1,
XM_021421185.1,
XM_021421185.1,
XM_013767175.1,
XM_021421185.1,
XM_021421185.1,
XM_013904520.1,
XR_002394030.1,
XR_002284266.1,
XR_002284266.1,
XR_002284266.1,
XR_002284266.1,
XR_002288444.1,
XR_002284266.1,
XR_002288444.1,
XM_023013545.1,
XM_023013545.1,
XM_023013545.1,
XM_023013545.1,
XM_002909248.1,
XR_001805701.1,
XM_011012443.1,
XM_011012443.1,
XM_011012443.1,
XM_011012443.1,
CP016449.1,
XM_003062101.1,
XM_003062101.1,
MF360809.1,
MF360809.1,
XM_011014163.1,
XM_025156454.1,
XM_011661992.1,
XM_011661992.1,
XM_011661992.1,
XM_025156454.1,
XM_002273535.3,
XM_002273535.3,
XM_002273535.3,
XM_002273535.3,
NG_016423.1,
XM_009518383.1,
XM_017381720.1,
XM_017381720.1,
XM_012237370.2,
XM_016812108.1,
XM_016812108.1,
XM_016812108.1,
XM_016812108.1,
XM_016812108.1,
XM_016812108.1,
XM_024019261.1,
XM_016793861.1,
XM_024161740.1,
XM_024161740.1,
XM_021423387.1,
XM_021423387.1,
XM_002268563.4,
XM_002268563.4,
XM_002268563.4,
XM_002268563.4,
XM_002268563.4,
LN595079.1,
XM_015246292.1,
XM_012737114.2,
XM_011201967.2,
XM_005837274.1,
XM_005837274.1,
CP023284.1,
KU573194.1,
XM_024016816.1,
XM_024016816.1,
XM_024016816.1,
XM_002527399.3,
XM_002527399.3,
XM_010691710.2,
XM_021777816.1,
XM_019407431.1,
XM_004293992.2,
XM_004293992.2,
CP003594.1,
CP003594.1,
XM_017627386.1,
XM_004292784.2,
XM_009316148.1,
LT627736.1,
CP014646.1,
KT989538.1,
KT989538.1,
AH010989.4,
XM_020407916.1,
XM_020407916.1,
XM_020407916.1,
XM_020407916.1,
XM_020407916.1,
X77632.1,
XM_018770523.1,
XM_018770523.1,
XM_018770523.1,
XM_016659925.1,
XM_016659925.1,
XM_004347749.2,
XM_021091625.1,
CP023070.1,
CP013107.1,
CP023070.1,
XM_006852820.3,
XM_006852820.3,
XM_006852820.3,
XM_016683845.1,
XM_016683845.1,
XM_016683845.1,
XM_013607772.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_006351842.2,
XM_025960235.1,
XM_006351842.2,
XM_025960235.1,
EU375734.1,
XM_022283529.1,
XM_022299576.1,
XM_022299576.1,
XM_018970041.1,
XM_018970041.1,
XM_018970041.1,
LR031873.1,
XM_012977449.1,
XM_012977449.1,
XM_012977449.1,
LR031873.1,
AK361870.1,
AK361870.1,
XM_013396170.1,
CP031834.1,
JN580035.1,
XM_007529936.2,
XM_019325374.1,
XM_019325374.1,
CP019098.1,
AY868959.1,
JX219390.1,
KX753214.1,
KC683040.1,
NR_024703.1,
KT361154.1,
JX458392.1,
GU370102.2,
XM_016788705.1,
XM_016659925.1,
XM_016659925.1,
XM_016659925.1,
XM_025774440.1,
XM_025774440.1,
XM_017363477.1,
XM_017363477.1,
MF680561.1,
XM_025774438.1,
XM_025774440.1,
XM_025774440.1,
XM_025774440.1,
XM_025774440.1,
XM_025774440.1,
XM_025774440.1,
XM_009385455.2,
XM_026551617.1,
XM_026551617.1,
XM_026551617.1,
CP025664.1,
XM_022294277.1,
XM_022294277.1,
XM_022294277.1,
XM_022294277.1,
XM_022294277.1,
XM_026529656.1,
XM_019001256.1,
XM_020277161.1,
XM_012619992.1,
XM_016826447.1,
XM_016826447.1,
XM_016826447.1,
XM_016826447.1,
XM_024037762.1,
XM_017760251.1,
XM_017760251.1,
XM_017760251.1,
XM_017760251.1,
XM_006091320.3,
XM_006091320.3,
CP000089.1,
CP000089.1,
AK062703.1,
AK062703.1,
XM_020419916.1,
XM_007223109.2,
XM_019297845.1,
XM_019153088.1,
XM_026536667.1,
XM_021958311.1,
AY094608.1,
XM_018421253.1,
CP000555.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
XM_023893003.1,
HE716972.1,
XM_016253496.1,
XM_016253496.1,
XM_016253496.1,
XM_022135108.1,
XM_022135108.1,
XM_022135108.1,
XM_004229242.3,
XM_004229242.3,
XM_004229242.3,
XM_004229242.3,
XM_004229242.3,
XM_004229242.3,
XM_016420408.1,
XM_016420408.1,
XM_017193642.1,
CP010951.1,
XM_009027756.1,
XM_023075194.1,
KY537519.1,
KY537519.1,
KY537519.1,
KY537519.1,
KY537460.1,
XM_006845089.3,
XM_024338976.1,
XM_016032238.2,
XM_024338976.1,
XM_016032238.2,
XM_016032238.2,
XM_016032239.2,
XM_024338976.1,
BT122881.1,
BT122881.1,
BT122881.1,
XM_014758865.1,
CP029832.1,
BC146797.1,
CP010951.1,
XM_023094888.1,
LT669794.1,
XM_020419676.1,
XM_002530122.3,
XM_020419676.1,
XM_020419676.1,
XM_020419676.1,
XM_020419676.1,
XM_002530122.3,
XM_020419676.1,
XM_020419676.1,
XM_016734267.1,
XM_008895315.1,
XM_020636433.1,
XM_020636433.1,
XM_012904471.1,
XM_025739130.1,
XM_001561331.2,
XM_020393577.1,
XM_018305346.1,
XM_020393577.1,
XM_020393577.1,
XM_022159261.1,
XM_022159261.1,
AK413715.1,
XM_020669874.1,
CP013358.1,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
AL163285.2,
CP025162.1,
CP025162.1,
CP025162.1,
CP025162.1,
XM_003676354.1,
XM_003676354.1,
XM_003676354.1,
XM_003676354.1,
XM_011177552.2,
XM_011177552.2,
XM_011177552.2,
XM_009345006.2,
XM_009345006.2,
XM_016705569.1,
XM_009345006.2,
XM_009345006.2,
AK338331.1,
AK110429.1,
XM_023451365.1,
JX115111.1,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
XM_007047445.2,
AP012320.1,
NM_003380.5,
BC066956.1,
XM_003831176.2,
XM_012986803.1,
XM_016102026.2,
XM_007148412.1,
XM_007148412.1,
XM_007148412.1,
XM_007148412.1,
CP023124.1,
XM_016102026.2,
XM_016102026.2,
XM_020244848.1,
XM_008784992.3,
XM_008784992.3,
KJ170118.1,
XM_001223896.1,
XM_001223896.1,
XM_023906306.1,
XM_022892400.1,
XM_023906306.1,
XM_023906306.1,
XM_022892400.1,
XM_022892400.1,
CP019038.1,
XM_004353675.1,
XM_019170822.1,
XM_019170822.1,
CT836671.1,
XM_008940035.1,
XM_008940035.1,
XM_006344477.2,
XM_006344477.2,
XM_006344477.2,
XM_010325090.3,
XM_006344477.2,
XM_006344477.2,
XM_006344477.2,
AP015041.1,
XM_023913950.1,
XM_023913950.1,
XM_023913950.1,
XM_023913950.1,
XM_023913950.1,
XM_023913950.1,
XM_016900188.1,
XM_016900188.1,
LN713263.1,
LN713263.1,
LN713263.1,
LN713263.1,
XM_009530023.1,
XM_018413140.1,
XR_003245391.1,
XM_024016392.1,
CP007236.1,
CP007236.1,
XM_024752775.1,
XM_024752775.1,
XM_024752775.1,
XM_015256100.1,
XM_015256100.1,
XM_014139812.1,
LT669789.1,
LT669789.1,
KX389282.1,
XM_021737224.1,
XM_021737224.1,
XM_018968970.1,
XM_018968970.1,
XM_010038905.2,
XM_010038905.2,
XM_021813934.1,
KY540076.1,
LR129836.1,
LR129836.1,
CP027792.1,
CP024645.1,
XM_009544096.1,
XM_014801750.1,
XM_023439913.1,
XM_006481039.3,
XM_006481039.3,
XM_020543051.1,
XM_020543051.1,
XM_019314424.1,
XM_023663587.1,
XM_023663587.1,
XM_023663587.1,
XM_021422778.1,
XM_021422778.1,
XM_002285393.4,
CP023004.1,
CP025664.1,
CP025664.1,
XM_019339581.1,
XM_019340249.1,
XM_019340249.1,
XM_010910123.2,
BT032174.1,
BT032174.1,
CP001683.1,
CP001683.1,
XM_016042851.2,
XM_016042851.2,
AC217034.1,
AC217034.1,
XM_016042851.2,
XM_016042851.2,
XM_016042851.2,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_018995706.1,
XM_021833572.1,
XM_002304930.3,
XM_002304930.3,
CP023131.1,
CP023131.1,
XM_022298585.1,
XM_022298585.1,
XM_022298585.1,
XM_010550015.2,
XM_010550015.2,
XM_010550015.2,
CT836601.1,
AK362585.1,
AK362585.1,
AK362585.1,
AK362585.1,
AK362585.1,
CP023284.1,
XM_002528493.3,
XM_002528493.3,
XM_002528493.3,
XM_021751888.1,
XM_021751888.1,
XM_002528493.3,
XM_021751888.1,
XM_026532861.1,
XM_016872945.1,
XM_016872945.1,
XM_021751888.1,
AY216263.1,
XM_007288176.1,
XM_010038737.2,
CP000089.1,
CP000089.1,
XM_018333837.1,
LT727097.1,
HQ118822.1,
HQ674922.1,
GQ902878.1,
AB286411.1,
LK023542.1,
XM_005766696.1,
XM_022282231.1,
XM_022282231.1,
XM_022282231.1,
XM_022282231.1,
XM_022282231.1,
XM_022282231.1,
AK361969.1,
KR703664.1,
KR703664.1,
KR703664.1,
CP015736.1,
KY532182.1,
KY532182.1,
KY532182.1,
KY532182.1,
KY532182.1,
KY532182.1,
XM_024167370.1,
XM_024167370.1,
XM_021451195.1,
XM_021451195.1,
XM_024167370.1,
XM_021797735.1,
XM_021797735.1,
XM_021797735.1,
XM_021797735.1,
AK109097.1,
XM_024895272.1,
AF399130.1,
AP012320.1,
XM_024174090.1,
XM_024174090.1,
XM_024174090.1,
XM_024174088.1,
AP012320.1,
XM_007301161.1,
XM_007301161.1,
AC209275.1,
AC209275.1,
XM_025125918.1,
XM_002321069.3,
XM_002321069.3,
XM_022153572.1,
XM_002321069.3,
XM_011001712.1,
NM_001042492.2,
CP030110.1,
AH011548.2,
EU123948.1,
XM_018959636.1,
XM_018959635.1,
XM_018959636.1,
XM_011025739.1,
XM_018969395.1,
XM_008911254.1,
XM_002906494.1,
CP029843.1,
XM_008622156.1,
XM_024063868.1,
XM_024063868.1,
XM_024063868.1,
XM_024063868.1,
XM_024063868.1,
AP017645.1,
AP017645.1,
AP017645.1,
XM_006366918.2,
XM_006366918.2,
XM_006366918.2,
KY530383.1,
KY530383.1,
XM_006366918.2,
KY530383.1,
KY530383.1,
XM_006366918.2,
KY530383.1,
KY530383.1,
KY530383.1,
KY530383.1,
KY530383.1,
KY530383.1,
KY530383.1,
XM_006366918.2,
XM_022044627.1,
XM_022044626.1,
KM078715.1,
XM_018748181.1,
XM_022242538.1,
XM_018980715.1,
XM_018980715.1,
XM_018980715.1,
XM_013843795.2,
XM_018580250.1,
XM_018580250.1,
XM_013843795.2,
XM_018580250.1,
LT669791.1,
LT669791.1,
CP016499.1,
XM_004300379.2,
XM_004300379.2,
XM_004300379.2,
XM_020565624.1,
XM_020565624.1,
XM_020565624.1,
XM_003533608.4,
XM_020565624.1,
XM_004778000.2,
XM_004778000.2,
XM_013593405.2,
XM_013593405.2,
XM_013593405.2,
XM_013593405.2,
XM_006691550.1,
XM_006691550.1,
XM_008803111.2,
XM_008803111.2,
XM_010937927.2,
XM_022909097.1,
XM_022909097.1,
XM_022909097.1,
XM_019220079.1,
XM_022909097.1,
XM_019220079.1,
XM_019220079.1,
XM_019220079.1,
XM_022909097.1,
XM_010937927.2,
XM_002524432.3,
XM_010937927.2,
XM_004246345.4,
XM_010537565.2,
XM_022141000.1,
XM_023691286.1,
XM_004246345.4,
XM_023023500.1,
XM_948631.1,
KJ877299.1,
XM_003564500.4,
XM_004970424.2,
XM_008733343.1,
CP026265.1,
CP026265.1,
CP026265.1,
CP026265.1,
CP026265.1,
XM_017156273.1,
XM_319948.4,
KF700927.1,
XM_009523055.1,
XM_012212369.2,
XM_012898140.1,
XM_021787331.1,
XM_021787331.1,
XM_018119800.1,
XM_018119800.1,
XM_018119800.1,
XM_018119800.1,
LR031878.1,
LR031878.1,
LR031878.1,
LR031878.1,
LR031878.1,
XM_011071257.2,
XM_011071257.2,
XM_011071257.2,
XM_021954960.1,
XM_010263658.2,
XM_010263658.2,
XM_005846851.1,
XM_005846851.1,
CT836809.1,
XM_026377082.1,
XM_026377082.1,
XM_026377082.1,
